"","date","city","home_team","away_team","home_ft","away_ft","tournament","year","month","totalGoals","site"
"289","1911-05-07","Vienna, Austria","Austria","Hungary",3,1,"Friendly","1911","5",4,1
"290","1911-05-07","Milan, Italy","Italy","Switzerland",2,2,"Friendly","1911","5",4,1
"291","1911-05-21","La Chaux-de-Fonds, Switzerland","Switzerland","Italy",3,0,"Friendly","1911","5",3,2
"292","1911-06-18","Solna, Sweden","Sweden","Germany",2,4,"Friendly","1911","6",6,2
"293","1911-08-15","Buenos Aires, Argentina","Argentina","Uruguay",0,2,"Copa Lipton","1911","8",2,2
"294","1911-09-17","Solna, Sweden","Sweden","Norway",4,1,"Friendly","1911","9",5,2
"295","1911-09-17","Montevideo, Uruguay","Uruguay","Argentina",2,3,"Copa Newton","1911","9",5,1
"296","1911-10-08","Montevideo, Uruguay","Uruguay","Argentina",1,1,"Copa Premio Honor Uruguayo","1911","10",2,1
"297","1911-10-09","Dresden, Germany","Germany","Austria",1,2,"Friendly","1911","10",3,1
"298","1911-10-22","Helsinki, Finland","Finland","Sweden",2,5,"Friendly","1911","10",7,2
"299","1911-10-22","Buenos Aires, Argentina","Argentina","Uruguay",2,0,"Copa Premio Honor Argentino","1911","10",2,2
"300","1911-10-29","Hamburg, Germany","Germany","Sweden",1,3,"Friendly","1911","10",4,1
"301","1911-10-29","Budapest, Hungary","Hungary","Switzerland",9,0,"Friendly","1911","10",9,2
"302","1911-10-29","Montevideo, Uruguay","Uruguay","Argentina",3,0,"Copa Premio Honor Uruguayo","1911","10",3,2
"303","1911-10-29","Luxembourg, Luxembourg","Luxembourg","France",1,4,"Friendly","1911","10",5,2
"304","1911-11-05","Budapest, Hungary","Hungary","Austria",2,0,"Friendly","1911","11",2,2
"305","1911-12-17","Munich, Germany","Germany","Hungary",1,4,"Friendly","1911","12",5,2
"306","1912-01-28","Saint-Ouen, France","France","Belgium",1,1,"Friendly","1912","1",2,2
"307","1912-02-10","Dublin, Ireland","Northern Ireland","England",1,6,"British Championship","1912","2",7,1
"308","1912-02-18","Saint-Ouen, France","France","Switzerland",4,1,"Friendly","1912","2",5,2
"309","1912-02-20","Antwerp, Belgium","Belgium","Switzerland",9,2,"Friendly","1912","2",11,2
"310","1912-03-02","Edinburgh, Scotland","Scotland","Wales",1,0,"British Championship","1912","3",1,1
"311","1912-03-10","Antwerp, Belgium","Belgium","Netherlands",1,2,"Friendly","1912","3",3,1
"312","1912-03-11","Wrexham, Wales","Wales","England",0,2,"British Championship","1912","3",2,2
"313","1912-03-16","Belfast, Ireland","Northern Ireland","Scotland",1,4,"British Championship","1912","3",5,2
"314","1912-03-17","Turin, Italy","Italy","France",3,4,"Friendly","1912","3",7,1
"315","1912-03-23","Glasgow, Scotland","Scotland","England",1,1,"British Championship","1912","3",2,1
"316","1912-03-24","Zwolle, Netherlands","Netherlands","Germany",5,5,"Friendly","1912","3",10,2
"317","1912-04-13","Cardiff, Wales","Wales","Northern Ireland",2,3,"British Championship","1912","4",5,2
"318","1912-04-14","Budapest, Hungary","Hungary","Germany",4,4,"Friendly","1912","4",8,1
"319","1912-04-28","Dordrecht, Netherlands","Netherlands","Belgium",4,3,"Friendly","1912","4",7,2
"320","1912-05-05","Vienna, Austria","Austria","Hungary",1,1,"Friendly","1912","5",2,1
"321","1912-05-05","Sankt Gallen, Switzerland","Switzerland","Germany",1,2,"Friendly","1912","5",3,1
"322","1912-06-16","Kristiania, Norway","Norway","Sweden",1,2,"Friendly","1912","6",3,1
"323","1912-06-20","Gothenburg, Sweden","Sweden","Hungary",2,2,"Friendly","1912","6",4,1
"324","1912-06-23","Kristiania, Norway","Norway","Hungary",0,6,"Friendly","1912","6",6,2
"325","1912-06-27","Solna, Sweden","Sweden","Finland",7,1,"Friendly","1912","6",8,2
"326","1912-07-03","Stockholm, Sweden","Norway","Russia",2,1,"Friendly","1912","7",3,1
"327","1912-07-12","Moscow, Russia","Russia","Hungary",0,9,"Friendly","1912","7",9,1
"328","1912-07-14","Moscow, Russia","Russia","Hungary",0,12,"Friendly","1912","7",12,2
"329","1912-08-15","Montevideo, Uruguay","Uruguay","Argentina",2,0,"Copa Lipton","1912","8",2,2
"330","1912-08-25","Montevideo, Uruguay","Uruguay","Argentina",3,0,"Copa Premio Honor Uruguayo","1912","8",3,2
"331","1912-09-22","Buenos Aires, Argentina","Argentina","Uruguay",0,1,"Copa Premio Honor Argentino","1912","9",1,2
"332","1912-10-06","Copenhagen, Denmark","Denmark","Germany",3,1,"Friendly","1912","10",4,2
"333","1912-10-06","Avellaneda, Argentina","Argentina","Uruguay",3,3,"Copa Newton","1912","10",6,1
"334","1912-11-03","Budapest, Hungary","Hungary","Austria",4,0,"Friendly","1912","11",4,1
"335","1912-11-03","Gothenburg, Sweden","Sweden","Norway",4,2,"Friendly","1912","11",6,2
"336","1912-11-17","Leipzig, Germany","Germany","Netherlands",2,3,"Friendly","1912","11",5,1
"337","1912-12-01","Montevideo, Uruguay","Uruguay","Argentina",1,3,"Friendly","1912","12",4,2
"338","1912-12-22","Genoa, Italy","Italy","Austria",1,3,"Friendly","1912","12",4,1
"339","1913-01-12","Saint-Ouen, France","France","Italy",1,0,"Friendly","1913","1",1,2
"340","1913-01-18","Belfast, Ireland","Northern Ireland","Wales",0,1,"British Championship","1913","1",1,2
"341","1913-02-15","Belfast, Ireland","Northern Ireland","England",2,1,"British Championship","1913","2",3,2
"342","1913-02-16","Brussels, Belgium","Belgium","France",3,0,"Friendly","1913","2",3,1
"343","1913-03-03","Wrexham, Wales","Wales","Scotland",0,0,"British Championship","1913","3",0,1
"344","1913-03-09","Geneva, Switzerland","Switzerland","France",1,4,"Friendly","1913","3",5,1
"345","1913-03-09","Antwerp, Belgium","Belgium","Netherlands",3,3,"Friendly","1913","3",6,1
"346","1913-03-15","Dublin, Ireland","Northern Ireland","Scotland",1,2,"British Championship","1913","3",3,2
"347","1913-03-17","Bristol, England","England","Wales",4,3,"British Championship","1913","3",7,1
"348","1913-04-05","London, England","England","Scotland",1,0,"British Championship","1913","4",1,2
"349","1913-04-20","Zwolle, Netherlands","Netherlands","Belgium",2,4,"Friendly","1913","4",6,2
"350","1913-04-20","Saint-Ouen, France","France","Luxembourg",8,0,"Friendly","1913","4",8,2
"351","1913-04-27","Vienna, Austria","Austria","Hungary",1,4,"Friendly","1913","4",5,1
"352","1913-05-01","Turin, Italy","Italy","Belgium",1,0,"Friendly","1913","5",1,2
"353","1913-05-04","Basel, Switzerland","Switzerland","Belgium",1,2,"Friendly","1913","5",3,2
"354","1913-05-04","Moscow, Russia","Russia","Sweden",1,4,"Friendly","1913","5",5,2
"355","1913-05-18","Budapest, Hungary","Hungary","Sweden",2,0,"Friendly","1913","5",2,2
"356","1913-05-18","Freiburg, Germany","Germany","Switzerland",1,2,"Friendly","1913","5",3,1
"357","1913-05-25","Copenhagen, Denmark","Denmark","Sweden",8,0,"Friendly","1913","5",8,2
"358","1913-06-08","Stockholm, Sweden","Sweden","Norway",9,0,"Friendly","1913","6",9,1
"359","1913-06-15","Vienna, Austria","Austria","Italy",2,0,"Friendly","1913","6",2,2
"360","1913-06-15","Avellaneda, Argentina","Argentina","Uruguay",1,1,"Friendly","1913","6",2,2
"361","1913-07-09","Avellaneda, Argentina","Argentina","Uruguay",2,1,"Friendly","1913","7",3,1
"362","1913-08-15","Avellaneda, Argentina","Argentina","Uruguay",4,0,"Copa Lipton","1913","8",4,2
"363","1913-08-31","Buenos Aires, Argentina","Argentina","Uruguay",2,0,"Copa Premio Honor Argentino","1913","8",2,2
"364","1913-09-14","Moscow, Russia","Russia","Norway",1,1,"Friendly","1913","9",2,2
"365","1913-09-21","Viña del Mar, Chile","Chile","Argentina",0,2,"Friendly","1913","9",2,2
"366","1913-10-05","Stockholm, Sweden","Sweden","Denmark",0,10,"Friendly","1913","10",10,2
"367","1913-10-05","Montevideo, Uruguay","Uruguay","Argentina",1,0,"Copa Premio Honor Uruguayo","1913","10",1,2
"368","1913-10-26","Budapest, Hungary","Hungary","Austria",4,3,"Friendly","1913","10",7,2
"369","1913-10-26","Kristiania, Norway","Norway","Sweden",1,1,"Friendly","1913","10",2,2
"370","1913-10-26","Hamburg, Germany","Germany","Denmark",1,4,"Friendly","1913","10",5,1
"371","1913-10-26","Montevideo, Uruguay","Uruguay","Argentina",1,0,"Copa Newton","1913","10",1,2
"372","1913-11-02","Verviers, Belgium","Belgium","Switzerland",2,0,"Friendly","1913","11",2,2
"373","1913-11-23","Antwerp, Belgium","Belgium","Germany",6,2,"Friendly","1913","11",8,2
"374","1914-01-11","Milan, Italy","Italy","Austria",0,0,"Friendly","1914","1",0,1
"375","1914-01-19","Wrexham, Wales","Wales","Northern Ireland",1,2,"British Championship","1914","1",3,2
"376","1914-01-25","Lille, France","France","Belgium",4,3,"Friendly","1914","1",7,1
"377","1914-02-08","Luxembourg, Luxembourg","Luxembourg","France",5,4,"Friendly","1914","2",9,1
"378","1914-02-14","Middlesbrough, England","England","Northern Ireland",0,3,"British Championship","1914","2",3,2
"379","1914-02-28","Glasgow, Scotland","Scotland","Wales",0,0,"British Championship","1914","2",0,1
"380","1914-03-08","Saint-Ouen, France","France","Switzerland",2,2,"Friendly","1914","3",4,1
"381","1914-03-14","Belfast, Ireland","Northern Ireland","Scotland",1,1,"British Championship","1914","3",2,2
"382","1914-03-15","Antwerp, Belgium","Belgium","Netherlands",2,4,"Friendly","1914","3",6,1
"383","1914-03-16","Cardiff, Wales","Wales","England",0,2,"British Championship","1914","3",2,1
"384","1914-03-29","Turin, Italy","Italy","France",2,0,"Friendly","1914","3",2,2
"385","1914-04-05","Genoa, Italy","Italy","Switzerland",1,1,"Friendly","1914","4",2,1
"386","1914-04-05","Amsterdam, Netherlands","Netherlands","Germany",4,4,"Friendly","1914","4",8,1
"387","1914-04-26","Amsterdam, Netherlands","Netherlands","Belgium",4,2,"Friendly","1914","4",6,2
"388","1914-05-03","Vienna, Austria","Austria","Hungary",2,0,"Friendly","1914","5",2,2
"389","1914-05-17","Berne, Switzerland","Switzerland","Italy",0,1,"Friendly","1914","5",1,2
"390","1914-05-17","Copenhagen, Denmark","Denmark","Netherlands",4,3,"Friendly","1914","5",7,2
"391","1914-05-24","Solna, Sweden","Sweden","Finland",4,3,"Friendly","1914","5",7,1
"392","1914-05-31","Budapest, Hungary","Hungary","France",5,1,"Friendly","1914","5",6,1
"393","1914-06-21","Solna, Sweden","Sweden","Hungary",1,1,"Friendly","1914","6",2,2
"394","1914-06-28","Kristiania, Norway","Norway","Sweden",0,1,"Friendly","1914","6",1,2
"395","1914-07-05","Solna, Sweden","Sweden","Russia",2,2,"Friendly","1914","7",4,2
"396","1914-07-12","Kristiania, Norway","Norway","Russia",1,1,"Friendly","1914","7",2,1
"397","1914-08-30","Montevideo, Uruguay","Uruguay","Argentina",3,2,"Copa Premio Honor Uruguayo","1914","8",5,2
"398","1914-09-13","Buenos Aires, Argentina","Argentina","Uruguay",2,1,"Copa Premio Honor Argentino","1914","9",3,2
"399","1914-09-20","Buenos Aires, Argentina","Argentina","Brazil",3,0,"Friendly","1914","9",3,1
"400","1914-09-27","Buenos Aires, Argentina","Argentina","Brazil",0,1,"Copa Roca","1914","9",1,1
"401","1914-10-04","Budapest, Hungary","Hungary","Austria",2,2,"Friendly","1914","10",4,1
"402","1914-10-25","Solna, Sweden","Sweden","Norway",7,0,"Friendly","1914","10",7,1
"403","1914-11-08","Vienna, Austria","Austria","Hungary",1,2,"Friendly","1914","11",3,2
"404","1915-01-31","Turin, Italy","Italy","Switzerland",3,1,"Friendly","1915","1",4,2
"405","1915-05-02","Budapest, Hungary","Hungary","Austria",2,5,"Friendly","1915","5",7,2
"406","1915-05-30","Vienna, Austria","Austria","Hungary",1,2,"Friendly","1915","5",3,1
"407","1915-06-06","Copenhagen, Denmark","Denmark","Sweden",2,0,"Friendly","1915","6",2,2
"408","1915-06-27","Kristiania, Norway","Norway","Sweden",1,1,"Friendly","1915","6",2,2
"409","1915-07-18","Montevideo, Uruguay","Uruguay","Argentina",2,3,"Copa Premio Honor Uruguayo","1915","7",5,1
"410","1915-08-15","Buenos Aires, Argentina","Argentina","Uruguay",2,1,"Copa Lipton","1915","8",3,2
"411","1915-09-12","Montevideo, Uruguay","Uruguay","Argentina",2,0,"Copa Newton","1915","9",2,1
"412","1915-09-19","Copenhagen, Denmark","Denmark","Norway",8,1,"Friendly","1915","9",9,1
"413","1915-10-03","Vienna, Austria","Austria","Hungary",4,2,"Friendly","1915","10",6,1
"414","1915-10-24","Stockholm, Sweden","Sweden","Norway",5,2,"Friendly","1915","10",7,2
"415","1915-10-31","Stockholm, Sweden","Sweden","Denmark",0,2,"Friendly","1915","10",2,1
"416","1915-11-07","Budapest, Hungary","Hungary","Austria",6,2,"Friendly","1915","11",8,2
"417","1916-05-07","Vienna, Austria","Austria","Hungary",3,1,"Friendly","1916","5",4,1
"418","1916-06-04","Budapest, Hungary","Hungary","Austria",2,1,"Friendly","1916","6",3,1
"419","1916-06-04","Copenhagen, Denmark","Denmark","Sweden",2,0,"Friendly","1916","6",2,1
"420","1916-06-25","Kristiania, Norway","Norway","Denmark",0,2,"Friendly","1916","6",2,2
"421","1916-07-02","Stockholm, Sweden","Sweden","Norway",6,0,"Friendly","1916","7",6,2
"422","1916-07-02","Buenos Aires, Argentina","Chile","Uruguay",0,4,"Copa América","1916","7",4,2
"423","1916-07-06","Buenos Aires, Argentina","Argentina","Chile",6,1,"Copa América","1916","7",7,2
"424","1916-07-08","Buenos Aires, Argentina","Brazil","Chile",1,1,"Copa América","1916","7",2,2
"425","1916-07-10","Buenos Aires, Argentina","Argentina","Brazil",1,1,"Copa América","1916","7",2,2
"426","1916-07-12","Buenos Aires, Argentina","Argentina","Chile",1,0,"Friendly","1916","7",1,1
"427","1916-07-12","Buenos Aires, Argentina","Brazil","Uruguay",1,2,"Copa América","1916","7",3,2
"428","1916-07-14","Montevideo, Uruguay","Uruguay","Chile",4,1,"Friendly","1916","7",5,1
"429","1916-07-17","Avellaneda, Argentina","Argentina","Uruguay",0,0,"Copa América","1916","7",0,2
"430","1916-07-18","Montevideo, Uruguay","Uruguay","Brazil",0,1,"Friendly","1916","7",1,2
"431","1916-08-15","Montevideo, Uruguay","Uruguay","Argentina",1,2,"Copa Lipton","1916","8",3,2
"432","1916-08-15","Avellaneda, Argentina","Argentina","Uruguay",3,1,"Copa Newton","1916","8",4,2
"433","1916-08-20","Stockholm, Sweden","Sweden","USA",2,3,"Friendly","1916","8",5,1
"434","1916-09-03","Kristiania, Norway","Norway","USA",1,1,"Friendly","1916","9",2,2
"435","1916-10-01","Budapest, Hungary","Hungary","Austria",2,3,"Friendly","1916","10",5,2
"436","1916-10-01","Kristiania, Norway","Norway","Sweden",0,0,"Friendly","1916","10",0,1
"437","1916-10-01","Montevideo, Uruguay","Uruguay","Argentina",0,1,"Copa Premio Honor Uruguayo","1916","10",1,1
"438","1916-10-01","Avellaneda, Argentina","Argentina","Uruguay",7,2,"Friendly","1916","10",9,1
"439","1916-10-08","Stockholm, Sweden","Sweden","Denmark",4,0,"Friendly","1916","10",4,2
"440","1916-10-15","Copenhagen, Denmark","Denmark","Norway",8,0,"Friendly","1916","10",8,1
"441","1916-10-29","Montevideo, Uruguay","Uruguay","Argentina",3,1,"Friendly","1916","10",4,2
"442","1916-11-05","Vienna, Austria","Austria","Hungary",3,3,"Friendly","1916","11",6,1
"443","1917-05-06","Vienna, Austria","Austria","Hungary",1,1,"Friendly","1917","5",2,1
"444","1917-05-07","Tokyo, Japan","Japan","Philippines",2,15,"Friendly","1917","5",17,2
"445","1917-06-03","Budapest, Hungary","Hungary","Austria",6,2,"Friendly","1917","6",8,2
"446","1917-06-03","Copenhagen, Denmark","Denmark","Sweden",1,1,"Friendly","1917","6",2,1
"447","1917-06-17","Kristiania, Norway","Norway","Denmark",1,2,"Friendly","1917","6",3,2
"448","1917-07-15","Vienna, Austria","Austria","Hungary",1,4,"Friendly","1917","7",5,2
"449","1917-07-18","Montevideo, Uruguay","Uruguay","Argentina",0,2,"Copa Premio Honor Uruguayo","1917","7",2,2
"450","1917-08-15","Avellaneda, Argentina","Argentina","Uruguay",1,0,"Copa Lipton","1917","8",1,2
"451","1917-08-19","Helsingborg, Sweden","Sweden","Norway",3,3,"Friendly","1917","8",6,2
"452","1917-09-02","Montevideo, Uruguay","Uruguay","Argentina",1,0,"Copa Newton","1917","9",1,1
"453","1917-09-16","Kristiania, Norway","Norway","Sweden",0,2,"Friendly","1917","9",2,2
"454","1917-09-30","Montevideo, Uruguay","Uruguay","Chile",4,0,"Copa América","1917","9",4,1
"455","1917-10-03","Montevideo, Uruguay","Argentina","Brazil",4,2,"Copa América","1917","10",6,2
"456","1917-10-06","Montevideo, Uruguay","Argentina","Chile",1,0,"Copa América","1917","10",1,1
"457","1917-10-07","Montevideo, Uruguay","Uruguay","Brazil",4,0,"Copa América","1917","10",4,2
"458","1917-10-07","Budapest, Hungary","Hungary","Austria",2,1,"Friendly","1917","10",3,2
"459","1917-10-07","Copenhagen, Denmark","Denmark","Norway",12,0,"Friendly","1917","10",12,2
"460","1917-10-12","Montevideo, Uruguay","Brazil","Chile",5,0,"Copa América","1917","10",5,2
"461","1917-10-14","Montevideo, Uruguay","Uruguay","Argentina",1,0,"Copa América","1917","10",1,2
"462","1917-10-14","Stockholm, Sweden","Sweden","Denmark",1,2,"Friendly","1917","10",3,1
"463","1917-10-16","Montevideo, Uruguay","Uruguay","Brazil",3,1,"Friendly","1917","10",4,1
"464","1917-11-04","Vienna, Austria","Austria","Hungary",1,2,"Friendly","1917","11",3,1
